event_id,employee_id,department,event_date,event_name,event_type,campaign_name,participation_status,participant_count,engagement_score,wellness_points,final_reward_score,reward_earned
EVT00464,EMP124,Marketing,09-02-2025,Mindfulness Month,Mental,Employee Engagement Drive,Attended,98,56,20,25.6,Wellness Kit
EVT00465,EMP144,Finance,09-02-2025,Mindfulness Month,Mental,Wellness Month,Attended,98,56,20,25.6,Wellness Kit
EVT00466,EMP069,Tech,09-02-2025,Mindfulness Month,Mental,Wellness Month,Attended,98,56,20,25.6,Wellness Kit
EVT00467,EMP249,Sales,09-02-2025,Mindfulness Month,Mental,Employee Engagement Drive,Attended,98,56,20,25.6,Wellness Kit
EVT00468,EMP241,Sales,09-02-2025,Mindfulness Month,Mental,Healthy Workforce Initiative,Attended,98,56,20,25.6,Wellness Kit
EVT00469,EMP017,Tech,09-02-2025,Mindfulness Month,Mental,Wellness Month,Attended,98,56,20,25.6,Wellness Kit
EVT00470,EMP107,Marketing,09-02-2025,Mindfulness Month,Mental,Wellness Month,Attended,98,56,20,25.6,Wellness Kit
EVT00471,EMP200,Operations,09-02-2025,Mindfulness Month,Mental,Employee Engagement Drive,Attended,98,56,20,25.6,Wellness Kit
EVT00472,EMP035,Tech,09-02-2025,Mindfulness Month,Mental,Healthy Workforce Initiative,Attended,98,56,20,25.6,Wellness Kit
EVT00473,EMP230,Sales,09-02-2025,Mindfulness Month,Mental,Wellness Month,Skipped,98,56,0,5.6,Gift Voucher
EVT00474,EMP166,Operations,09-02-2025,Mindfulness Month,Mental,Healthy Workforce Initiative,Attended,98,56,20,25.6,Wellness Kit
EVT00475,EMP146,Finance,09-02-2025,Mindfulness Month,Mental,Mental Health Awareness Campaign,Attended,98,56,20,25.6,Wellness Kit
EVT00476,EMP050,Tech,09-02-2025,Mindfulness Month,Mental,Healthy Workforce Initiative,Attended,98,56,20,25.6,Wellness Kit
EVT00477,EMP103,Marketing,09-02-2025,Mindfulness Month,Mental,Healthy Workforce Initiative,Attended,98,56,20,25.6,Wellness Kit
EVT00478,EMP143,Finance,09-02-2025,Mindfulness Month,Mental,Healthy Workforce Initiative,Attended,98,56,20,25.6,Wellness Kit
EVT00479,EMP041,Tech,09-02-2025,Mindfulness Month,Mental,Employee Engagement Drive,Attended,98,56,20,25.6,Wellness Kit
EVT00480,EMP120,Marketing,09-02-2025,Mindfulness Month,Mental,Healthy Workforce Initiative,Attended,98,56,20,25.6,Wellness Kit
EVT00481,EMP111,Marketing,09-02-2025,Mindfulness Month,Mental,Wellness Month,Attended,98,56,20,25.6,Wellness Kit
EVT00482,EMP239,Sales,09-02-2025,Mindfulness Month,Mental,Employee Engagement Drive,Attended,98,56,20,25.6,Wellness Kit
EVT00483,EMP077,HR,09-02-2025,Mindfulness Month,Mental,Mental Health Awareness Campaign,Attended,98,56,20,25.6,Wellness Kit
EVT00484,EMP062,Tech,09-02-2025,Mindfulness Month,Mental,Healthy Workforce Initiative,Skipped,98,56,0,5.6,Gift Voucher
EVT00485,EMP042,Tech,09-02-2025,Mindfulness Month,Mental,Mental Health Awareness Campaign,Skipped,98,56,0,5.6,Gift Voucher
EVT00486,EMP238,Sales,09-02-2025,Mindfulness Month,Mental,Healthy Workforce Initiative,Attended,98,56,20,25.6,Wellness Kit
EVT00487,EMP225,Sales,09-02-2025,Mindfulness Month,Mental,Mental Health Awareness Campaign,Attended,98,56,20,25.6,Wellness Kit
EVT00488,EMP080,HR,09-02-2025,Mindfulness Month,Mental,Healthy Workforce Initiative,Attended,98,56,20,25.6,Wellness Kit
EVT00489,EMP236,Sales,09-02-2025,Mindfulness Month,Mental,Wellness Month,Attended,98,56,20,25.6,Wellness Kit
EVT00490,EMP130,Marketing,09-02-2025,Mindfulness Month,Mental,Mental Health Awareness Campaign,Skipped,98,56,0,5.6,Gift Voucher
EVT00491,EMP060,Tech,09-02-2025,Mindfulness Month,Mental,Wellness Month,Skipped,98,56,0,5.6,Gift Voucher
EVT00492,EMP118,Marketing,09-02-2025,Mindfulness Month,Mental,Healthy Workforce Initiative,Skipped,98,56,0,5.6,Gift Voucher
EVT00493,EMP016,Tech,09-02-2025,Mindfulness Month,Mental,Healthy Workforce Initiative,Skipped,98,56,0,5.6,Gift Voucher
EVT00494,EMP158,Finance,09-02-2025,Mindfulness Month,Mental,Healthy Workforce Initiative,Attended,98,56,20,25.6,Wellness Kit
EVT00495,EMP110,Marketing,09-02-2025,Mindfulness Month,Mental,Wellness Month,Skipped,98,56,0,5.6,Gift Voucher
EVT00496,EMP151,Finance,09-02-2025,Mindfulness Month,Mental,Healthy Workforce Initiative,Skipped,98,56,0,5.6,Gift Voucher
EVT00497,EMP034,Tech,18-02-2025,Creative Workshop,Creative,Wellness Month,Attended,100,57.1,10,15.7,Gift Voucher
EVT00498,EMP203,Operations,18-02-2025,Creative Workshop,Creative,Wellness Month,Attended,100,57.1,10,15.7,Gift Voucher
EVT00499,EMP227,Sales,18-02-2025,Creative Workshop,Creative,Wellness Month,Attended,100,57.1,10,15.7,Gift Voucher
EVT00500,EMP232,Sales,18-02-2025,Creative Workshop,Creative,Employee Engagement Drive,Skipped,100,57.1,0,5.7,Gift Voucher
EVT00501,EMP050,Tech,18-02-2025,Creative Workshop,Creative,Healthy Workforce Initiative,Attended,100,57.1,10,15.7,Gift Voucher
EVT00502,EMP168,Operations,18-02-2025,Creative Workshop,Creative,Employee Engagement Drive,Attended,100,57.1,10,15.7,Gift Voucher
EVT00503,EMP014,Tech,18-02-2025,Creative Workshop,Creative,Healthy Workforce Initiative,Attended,100,57.1,10,15.7,Gift Voucher
EVT00504,EMP026,Tech,18-02-2025,Creative Workshop,Creative,Healthy Workforce Initiative,Attended,100,57.1,10,15.7,Gift Voucher
EVT00505,EMP205,Operations,18-02-2025,Creative Workshop,Creative,Employee Engagement Drive,Attended,100,57.1,10,15.7,Gift Voucher
EVT00506,EMP103,Marketing,18-02-2025,Creative Workshop,Creative,Wellness Month,Attended,100,57.1,10,15.7,Gift Voucher
EVT00507,EMP115,Marketing,18-02-2025,Creative Workshop,Creative,Healthy Workforce Initiative,Attended,100,57.1,10,15.7,Gift Voucher
EVT00508,EMP076,HR,18-02-2025,Creative Workshop,Creative,Employee Engagement Drive,Skipped,100,57.1,0,5.7,Gift Voucher
EVT00509,EMP001,Tech,18-02-2025,Creative Workshop,Creative,Mental Health Awareness Campaign,Attended,100,57.1,10,15.7,Gift Voucher
EVT00510,EMP060,Tech,18-02-2025,Creative Workshop,Creative,Wellness Month,Skipped,100,57.1,0,5.7,Gift Voucher
EVT00511,EMP151,Finance,18-02-2025,Creative Workshop,Creative,Healthy Workforce Initiative,Attended,100,57.1,10,15.7,Gift Voucher
EVT00512,EMP024,Tech,18-02-2025,Creative Workshop,Creative,Healthy Workforce Initiative,Attended,100,57.1,10,15.7,Gift Voucher
EVT00513,EMP033,Tech,18-02-2025,Creative Workshop,Creative,Wellness Month,Attended,100,57.1,10,15.7,Gift Voucher
EVT00514,EMP039,Tech,18-02-2025,Creative Workshop,Creative,Mental Health Awareness Campaign,Skipped,100,57.1,0,5.7,Gift Voucher
EVT00515,EMP175,Operations,18-02-2025,Creative Workshop,Creative,Employee Engagement Drive,Attended,100,57.1,10,15.7,Gift Voucher
EVT00516,EMP147,Finance,18-02-2025,Creative Workshop,Creative,Healthy Workforce Initiative,Attended,100,57.1,10,15.7,Gift Voucher
EVT00517,EMP008,Tech,18-02-2025,Creative Workshop,Creative,Mental Health Awareness Campaign,Skipped,100,57.1,0,5.7,Gift Voucher
EVT00518,EMP217,Sales,18-02-2025,Creative Workshop,Creative,Mental Health Awareness Campaign,Attended,100,57.1,10,15.7,Gift Voucher
EVT00519,EMP091,HR,18-02-2025,Creative Workshop,Creative,Mental Health Awareness Campaign,Skipped,100,57.1,0,5.7,Gift Voucher
EVT00520,EMP233,Sales,18-02-2025,Creative Workshop,Creative,Healthy Workforce Initiative,Attended,100,57.1,10,15.7,Gift Voucher
EVT00521,EMP214,Sales,18-02-2025,Creative Workshop,Creative,Mental Health Awareness Campaign,Attended,100,57.1,10,15.7,Gift Voucher
EVT00522,EMP153,Finance,18-02-2025,Creative Workshop,Creative,Healthy Workforce Initiative,Attended,100,57.1,10,15.7,Gift Voucher
EVT00523,EMP133,Marketing,18-02-2025,Creative Workshop,Creative,Healthy Workforce Initiative,Attended,100,57.1,10,15.7,Gift Voucher
EVT00524,EMP179,Operations,18-02-2025,Creative Workshop,Creative,Mental Health Awareness Campaign,Attended,100,57.1,10,15.7,Gift Voucher
EVT00525,EMP193,Operations,18-02-2025,Creative Workshop,Creative,Wellness Month,Attended,100,57.1,10,15.7,Gift Voucher
EVT00526,EMP199,Operations,18-02-2025,Creative Workshop,Creative,Mental Health Awareness Campaign,Attended,100,57.1,10,15.7,Gift Voucher
EVT00527,EMP058,Tech,18-02-2025,Creative Workshop,Creative,Employee Engagement Drive,Attended,100,57.1,10,15.7,Gift Voucher
EVT00528,EMP200,Operations,18-02-2025,Creative Workshop,Creative,Mental Health Awareness Campaign,Attended,100,57.1,10,15.7,Gift Voucher
EVT00529,EMP010,Tech,18-02-2025,Creative Workshop,Creative,Wellness Month,Attended,100,57.1,10,15.7,Gift Voucher
EVT00530,EMP162,Finance,18-02-2025,Creative Workshop,Creative,Healthy Workforce Initiative,Attended,100,57.1,10,15.7,Gift Voucher
EVT00531,EMP097,HR,18-02-2025,Creative Workshop,Creative,Employee Engagement Drive,Skipped,100,57.1,0,5.7,Gift Voucher
EVT00532,EMP046,Tech,18-02-2025,Creative Workshop,Creative,Mental Health Awareness Campaign,Skipped,100,57.1,0,5.7,Gift Voucher
EVT00533,EMP128,Marketing,18-02-2025,Creative Workshop,Creative,Employee Engagement Drive,Attended,100,57.1,10,15.7,Gift Voucher
EVT00534,EMP119,Marketing,18-02-2025,Creative Workshop,Creative,Wellness Month,Attended,100,57.1,10,15.7,Gift Voucher
EVT00535,EMP139,Marketing,18-02-2025,Creative Workshop,Creative,Employee Engagement Drive,Attended,100,57.1,10,15.7,Gift Voucher
EVT00536,EMP096,HR,18-02-2025,Creative Workshop,Creative,Wellness Month,Attended,100,57.1,10,15.7,Gift Voucher
EVT00537,EMP066,Tech,18-02-2025,Creative Workshop,Creative,Wellness Month,Attended,100,57.1,10,15.7,Gift Voucher
EVT00538,EMP152,Finance,18-02-2025,Creative Workshop,Creative,Healthy Workforce Initiative,Attended,100,57.1,10,15.7,Gift Voucher
EVT00539,EMP077,HR,18-02-2025,Creative Workshop,Creative,Mental Health Awareness Campaign,Attended,100,57.1,10,15.7,Gift Voucher
EVT00540,EMP210,Operations,18-02-2025,Creative Workshop,Creative,Wellness Month,Attended,100,57.1,10,15.7,Gift Voucher
EVT00541,EMP121,Marketing,18-02-2025,Creative Workshop,Creative,Mental Health Awareness Campaign,Attended,100,57.1,10,15.7,Gift Voucher
EVT00542,EMP080,HR,18-02-2025,Creative Workshop,Creative,Wellness Month,Skipped,100,57.1,0,5.7,Gift Voucher
EVT00543,EMP164,Finance,18-02-2025,Creative Workshop,Creative,Mental Health Awareness Campaign,Attended,100,57.1,10,15.7,Gift Voucher
EVT00544,EMP102,Marketing,18-02-2025,Creative Workshop,Creative,Mental Health Awareness Campaign,Skipped,100,57.1,0,5.7,Gift Voucher
EVT00545,EMP167,Operations,18-02-2025,Creative Workshop,Creative,Mental Health Awareness Campaign,Attended,100,57.1,10,15.7,Gift Voucher
EVT00546,EMP225,Sales,18-02-2025,Creative Workshop,Creative,Healthy Workforce Initiative,Attended,100,57.1,10,15.7,Gift Voucher
EVT00547,EMP092,HR,18-02-2025,Creative Workshop,Creative,Wellness Month,Attended,100,57.1,10,15.7,Gift Voucher
EVT00548,EMP237,Sales,18-02-2025,Creative Workshop,Creative,Employee Engagement Drive,Skipped,100,57.1,0,5.7,Gift Voucher
EVT00549,EMP136,Marketing,18-02-2025,Creative Workshop,Creative,Healthy Workforce Initiative,Attended,100,57.1,10,15.7,Gift Voucher
EVT00550,EMP064,Tech,18-02-2025,Creative Workshop,Creative,Wellness Month,Attended,100,57.1,10,15.7,Gift Voucher
EVT00551,EMP169,Operations,18-02-2025,Creative Workshop,Creative,Employee Engagement Drive,Attended,100,57.1,10,15.7,Gift Voucher
EVT00552,EMP085,HR,18-02-2025,Creative Workshop,Creative,Mental Health Awareness Campaign,Skipped,100,57.1,0,5.7,Gift Voucher
EVT00553,EMP027,Tech,18-02-2025,Creative Workshop,Creative,Wellness Month,Skipped,100,57.1,0,5.7,Gift Voucher
EVT00554,EMP190,Operations,18-02-2025,Creative Workshop,Creative,Mental Health Awareness Campaign,Attended,100,57.1,10,15.7,Gift Voucher
EVT00555,EMP062,Tech,18-02-2025,Creative Workshop,Creative,Healthy Workforce Initiative,Attended,100,57.1,10,15.7,Gift Voucher
EVT00556,EMP247,Sales,18-02-2025,Creative Workshop,Creative,Employee Engagement Drive,Skipped,100,57.1,0,5.7,Gift Voucher
EVT00557,EMP170,Operations,18-02-2025,Creative Workshop,Creative,Wellness Month,Attended,100,57.1,10,15.7,Gift Voucher
EVT00558,EMP173,Operations,18-02-2025,Creative Workshop,Creative,Mental Health Awareness Campaign,Attended,100,57.1,10,15.7,Gift Voucher
EVT00559,EMP124,Marketing,18-02-2025,Creative Workshop,Creative,Mental Health Awareness Campaign,Attended,100,57.1,10,15.7,Gift Voucher
EVT00560,EMP240,Sales,18-02-2025,Creative Workshop,Creative,Healthy Workforce Initiative,Attended,100,57.1,10,15.7,Gift Voucher
EVT00561,EMP117,Marketing,18-02-2025,Creative Workshop,Creative,Employee Engagement Drive,Attended,100,57.1,10,15.7,Gift Voucher
EVT00562,EMP248,Sales,18-02-2025,Creative Workshop,Creative,Healthy Workforce Initiative,Attended,100,57.1,10,15.7,Gift Voucher
EVT00563,EMP093,HR,18-02-2025,Creative Workshop,Creative,Healthy Workforce Initiative,Attended,100,57.1,10,15.7,Gift Voucher
EVT00564,EMP194,Operations,18-02-2025,Creative Workshop,Creative,Mental Health Awareness Campaign,Skipped,100,57.1,0,5.7,Gift Voucher
EVT00565,EMP216,Sales,18-02-2025,Creative Workshop,Creative,Mental Health Awareness Campaign,Attended,100,57.1,10,15.7,Gift Voucher
EVT00566,EMP071,HR,18-02-2025,Creative Workshop,Creative,Wellness Month,Attended,100,57.1,10,15.7,Gift Voucher
EVT00567,EMP036,Tech,18-02-2025,Creative Workshop,Creative,Wellness Month,Attended,100,57.1,10,15.7,Gift Voucher
EVT00568,EMP018,Tech,18-02-2025,Creative Workshop,Creative,Employee Engagement Drive,Attended,100,57.1,10,15.7,Gift Voucher
EVT00569,EMP245,Sales,18-02-2025,Creative Workshop,Creative,Wellness Month,Attended,100,57.1,10,15.7,Gift Voucher
EVT00570,EMP185,Operations,18-02-2025,Creative Workshop,Creative,Mental Health Awareness Campaign,Attended,100,57.1,10,15.7,Gift Voucher
EVT00571,EMP044,Tech,18-02-2025,Creative Workshop,Creative,Employee Engagement Drive,Skipped,100,57.1,0,5.7,Gift Voucher
EVT00572,EMP031,Tech,18-02-2025,Creative Workshop,Creative,Mental Health Awareness Campaign,Attended,100,57.1,10,15.7,Gift Voucher
EVT00573,EMP059,Tech,18-02-2025,Creative Workshop,Creative,Healthy Workforce Initiative,Attended,100,57.1,10,15.7,Gift Voucher
EVT00574,EMP099,HR,18-02-2025,Creative Workshop,Creative,Wellness Month,Attended,100,57.1,10,15.7,Gift Voucher
EVT00575,EMP183,Operations,18-02-2025,Creative Workshop,Creative,Employee Engagement Drive,Attended,100,57.1,10,15.7,Gift Voucher
EVT00576,EMP028,Tech,18-02-2025,Creative Workshop,Creative,Employee Engagement Drive,Skipped,100,57.1,0,5.7,Gift Voucher
EVT00577,EMP137,Marketing,18-02-2025,Creative Workshop,Creative,Mental Health Awareness Campaign,Skipped,100,57.1,0,5.7,Gift Voucher
EVT00578,EMP023,Tech,18-02-2025,Creative Workshop,Creative,Healthy Workforce Initiative,Attended,100,57.1,10,15.7,Gift Voucher
EVT00579,EMP089,HR,18-02-2025,Creative Workshop,Creative,Wellness Month,Attended,100,57.1,10,15.7,Gift Voucher
EVT00580,EMP236,Sales,18-02-2025,Creative Workshop,Creative,Wellness Month,Skipped,100,57.1,0,5.7,Gift Voucher
EVT00581,EMP009,Tech,18-02-2025,Creative Workshop,Creative,Mental Health Awareness Campaign,Attended,100,57.1,10,15.7,Gift Voucher
EVT00582,EMP243,Sales,18-02-2025,Creative Workshop,Creative,Wellness Month,Skipped,100,57.1,0,5.7,Gift Voucher
EVT00583,EMP171,Operations,18-02-2025,Creative Workshop,Creative,Mental Health Awareness Campaign,Attended,100,57.1,10,15.7,Gift Voucher
EVT00584,EMP116,Marketing,18-02-2025,Creative Workshop,Creative,Mental Health Awareness Campaign,Skipped,100,57.1,0,5.7,Gift Voucher
EVT00585,EMP157,Finance,18-02-2025,Creative Workshop,Creative,Mental Health Awareness Campaign,Attended,100,57.1,10,15.7,Gift Voucher
EVT00586,EMP155,Finance,18-02-2025,Creative Workshop,Creative,Employee Engagement Drive,Attended,100,57.1,10,15.7,Gift Voucher
EVT00587,EMP095,HR,18-02-2025,Creative Workshop,Creative,Mental Health Awareness Campaign,Skipped,100,57.1,0,5.7,Gift Voucher
EVT00588,EMP207,Operations,18-02-2025,Creative Workshop,Creative,Mental Health Awareness Campaign,Attended,100,57.1,10,15.7,Gift Voucher
EVT00589,EMP182,Operations,18-02-2025,Creative Workshop,Creative,Wellness Month,Skipped,100,57.1,0,5.7,Gift Voucher
EVT00590,EMP197,Operations,18-02-2025,Creative Workshop,Creative,Mental Health Awareness Campaign,Attended,100,57.1,10,15.7,Gift Voucher
EVT00591,EMP048,Tech,18-02-2025,Creative Workshop,Creative,Wellness Month,Attended,100,57.1,10,15.7,Gift Voucher
EVT00592,EMP230,Sales,18-02-2025,Creative Workshop,Creative,Mental Health Awareness Campaign,Attended,100,57.1,10,15.7,Gift Voucher
EVT00593,EMP101,Marketing,18-02-2025,Creative Workshop,Creative,Healthy Workforce Initiative,Attended,100,57.1,10,15.7,Gift Voucher
EVT00594,EMP160,Finance,18-02-2025,Creative Workshop,Creative,Wellness Month,Attended,100,57.1,10,15.7,Gift Voucher
EVT00595,EMP158,Finance,18-02-2025,Creative Workshop,Creative,Wellness Month,Skipped,100,57.1,0,5.7,Gift Voucher
EVT00596,EMP015,Tech,18-02-2025,Creative Workshop,Creative,Mental Health Awareness Campaign,Attended,100,57.1,10,15.7,Gift Voucher
EVT00597,EMP180,Operations,08-03-2025,Mindfulness Month,Mental,Employee Engagement Drive,Attended,162,92.6,20,29.3,Wellness Kit
EVT00598,EMP048,Tech,08-03-2025,Mindfulness Month,Mental,Mental Health Awareness Campaign,Attended,162,92.6,20,29.3,Wellness Kit
EVT00599,EMP065,Tech,08-03-2025,Mindfulness Month,Mental,Healthy Workforce Initiative,Attended,162,92.6,20,29.3,Wellness Kit
EVT00600,EMP062,Tech,08-03-2025,Mindfulness Month,Mental,Healthy Workforce Initiative,Skipped,162,92.6,0,9.3,Gift Voucher
EVT00601,EMP044,Tech,08-03-2025,Mindfulness Month,Mental,Wellness Month,Attended,162,92.6,20,29.3,Wellness Kit
EVT00602,EMP131,Marketing,08-03-2025,Mindfulness Month,Mental,Employee Engagement Drive,Attended,162,92.6,20,29.3,Wellness Kit
EVT00603,EMP031,Tech,08-03-2025,Mindfulness Month,Mental,Mental Health Awareness Campaign,Attended,162,92.6,20,29.3,Wellness Kit
EVT00604,EMP055,Tech,08-03-2025,Mindfulness Month,Mental,Healthy Workforce Initiative,Skipped,162,92.6,0,9.3,Gift Voucher
EVT00605,EMP137,Marketing,08-03-2025,Mindfulness Month,Mental,Employee Engagement Drive,Attended,162,92.6,20,29.3,Wellness Kit
EVT00606,EMP028,Tech,08-03-2025,Mindfulness Month,Mental,Healthy Workforce Initiative,Attended,162,92.6,20,29.3,Wellness Kit
EVT00607,EMP029,Tech,08-03-2025,Mindfulness Month,Mental,Healthy Workforce Initiative,Attended,162,92.6,20,29.3,Wellness Kit
EVT00608,EMP043,Tech,08-03-2025,Mindfulness Month,Mental,Wellness Month,Skipped,162,92.6,0,9.3,Gift Voucher
EVT00609,EMP187,Operations,08-03-2025,Mindfulness Month,Mental,Employee Engagement Drive,Attended,162,92.6,20,29.3,Wellness Kit
EVT00610,EMP085,HR,08-03-2025,Mindfulness Month,Mental,Healthy Workforce Initiative,Attended,162,92.6,20,29.3,Wellness Kit
EVT00611,EMP183,Operations,08-03-2025,Mindfulness Month,Mental,Wellness Month,Attended,162,92.6,20,29.3,Wellness Kit
EVT00612,EMP095,HR,08-03-2025,Mindfulness Month,Mental,Mental Health Awareness Campaign,Attended,162,92.6,20,29.3,Wellness Kit
EVT00613,EMP077,HR,08-03-2025,Mindfulness Month,Mental,Wellness Month,Attended,162,92.6,20,29.3,Wellness Kit
EVT00614,EMP189,Operations,08-03-2025,Mindfulness Month,Mental,Healthy Workforce Initiative,Attended,162,92.6,20,29.3,Wellness Kit
EVT00615,EMP179,Operations,08-03-2025,Mindfulness Month,Mental,Wellness Month,Attended,162,92.6,20,29.3,Wellness Kit
EVT00616,EMP220,Sales,08-03-2025,Mindfulness Month,Mental,Healthy Workforce Initiative,Skipped,162,92.6,0,9.3,Gift Voucher
EVT00617,EMP192,Operations,08-03-2025,Mindfulness Month,Mental,Mental Health Awareness Campaign,Attended,162,92.6,20,29.3,Wellness Kit
EVT00618,EMP045,Tech,08-03-2025,Mindfulness Month,Mental,Mental Health Awareness Campaign,Attended,162,92.6,20,29.3,Wellness Kit
EVT00619,EMP198,Operations,08-03-2025,Mindfulness Month,Mental,Healthy Workforce Initiative,Attended,162,92.6,20,29.3,Wellness Kit
EVT00620,EMP004,Tech,08-03-2025,Mindfulness Month,Mental,Employee Engagement Drive,Skipped,162,92.6,0,9.3,Gift Voucher
EVT00621,EMP234,Sales,08-03-2025,Mindfulness Month,Mental,Healthy Workforce Initiative,Attended,162,92.6,20,29.3,Wellness Kit
EVT00622,EMP170,Operations,08-03-2025,Mindfulness Month,Mental,Healthy Workforce Initiative,Attended,162,92.6,20,29.3,Wellness Kit
EVT00623,EMP230,Sales,08-03-2025,Mindfulness Month,Mental,Healthy Workforce Initiative,Attended,162,92.6,20,29.3,Wellness Kit
EVT00624,EMP075,HR,08-03-2025,Mindfulness Month,Mental,Employee Engagement Drive,Attended,162,92.6,20,29.3,Wellness Kit
EVT00625,EMP088,HR,08-03-2025,Mindfulness Month,Mental,Mental Health Awareness Campaign,Attended,162,92.6,20,29.3,Wellness Kit
EVT00626,EMP017,Tech,08-03-2025,Mindfulness Month,Mental,Employee Engagement Drive,Attended,162,92.6,20,29.3,Wellness Kit
EVT00627,EMP194,Operations,08-03-2025,Mindfulness Month,Mental,Wellness Month,Attended,162,92.6,20,29.3,Wellness Kit
EVT00628,EMP173,Operations,08-03-2025,Mindfulness Month,Mental,Mental Health Awareness Campaign,Attended,162,92.6,20,29.3,Wellness Kit
EVT00629,EMP238,Sales,08-03-2025,Mindfulness Month,Mental,Healthy Workforce Initiative,Attended,162,92.6,20,29.3,Wellness Kit
EVT00630,EMP221,Sales,08-03-2025,Mindfulness Month,Mental,Mental Health Awareness Campaign,Attended,162,92.6,20,29.3,Wellness Kit
EVT00631,EMP086,HR,08-03-2025,Mindfulness Month,Mental,Mental Health Awareness Campaign,Attended,162,92.6,20,29.3,Wellness Kit
EVT00632,EMP122,Marketing,08-03-2025,Mindfulness Month,Mental,Employee Engagement Drive,Skipped,162,92.6,0,9.3,Gift Voucher
EVT00633,EMP012,Tech,08-03-2025,Mindfulness Month,Mental,Wellness Month,Attended,162,92.6,20,29.3,Wellness Kit
EVT00634,EMP093,HR,08-03-2025,Mindfulness Month,Mental,Healthy Workforce Initiative,Attended,162,92.6,20,29.3,Wellness Kit
EVT00635,EMP110,Marketing,08-03-2025,Mindfulness Month,Mental,Healthy Workforce Initiative,Skipped,162,92.6,0,9.3,Gift Voucher
EVT00636,EMP042,Tech,08-03-2025,Mindfulness Month,Mental,Employee Engagement Drive,Skipped,162,92.6,0,9.3,Gift Voucher
EVT00637,EMP227,Sales,08-03-2025,Mindfulness Month,Mental,Mental Health Awareness Campaign,Attended,162,92.6,20,29.3,Wellness Kit
EVT00638,EMP239,Sales,08-03-2025,Mindfulness Month,Mental,Mental Health Awareness Campaign,Attended,162,92.6,20,29.3,Wellness Kit
EVT00639,EMP047,Tech,08-03-2025,Mindfulness Month,Mental,Mental Health Awareness Campaign,Skipped,162,92.6,0,9.3,Gift Voucher
EVT00640,EMP237,Sales,08-03-2025,Mindfulness Month,Mental,Healthy Workforce Initiative,Attended,162,92.6,20,29.3,Wellness Kit
EVT00641,EMP082,HR,08-03-2025,Mindfulness Month,Mental,Healthy Workforce Initiative,Attended,162,92.6,20,29.3,Wellness Kit
EVT00642,EMP102,Marketing,08-03-2025,Mindfulness Month,Mental,Wellness Month,Attended,162,92.6,20,29.3,Wellness Kit
EVT00643,EMP217,Sales,08-03-2025,Mindfulness Month,Mental,Wellness Month,Attended,162,92.6,20,29.3,Wellness Kit
EVT00644,EMP146,Finance,08-03-2025,Mindfulness Month,Mental,Wellness Month,Attended,162,92.6,20,29.3,Wellness Kit
EVT00645,EMP061,Tech,08-03-2025,Mindfulness Month,Mental,Healthy Workforce Initiative,Skipped,162,92.6,0,9.3,Gift Voucher
EVT00646,EMP052,Tech,08-03-2025,Mindfulness Month,Mental,Wellness Month,Attended,162,92.6,20,29.3,Wellness Kit
EVT00647,EMP228,Sales,08-03-2025,Mindfulness Month,Mental,Mental Health Awareness Campaign,Attended,162,92.6,20,29.3,Wellness Kit
EVT00648,EMP101,Marketing,08-03-2025,Mindfulness Month,Mental,Healthy Workforce Initiative,Attended,162,92.6,20,29.3,Wellness Kit
EVT00649,EMP115,Marketing,08-03-2025,Mindfulness Month,Mental,Wellness Month,Attended,162,92.6,20,29.3,Wellness Kit
EVT00650,EMP168,Operations,08-03-2025,Mindfulness Month,Mental,Healthy Workforce Initiative,Skipped,162,92.6,0,9.3,Gift Voucher
EVT00651,EMP244,Sales,08-03-2025,Mindfulness Month,Mental,Mental Health Awareness Campaign,Attended,162,92.6,20,29.3,Wellness Kit
EVT00652,EMP096,HR,08-03-2025,Mindfulness Month,Mental,Healthy Workforce Initiative,Attended,162,92.6,20,29.3,Wellness Kit
EVT00653,EMP116,Marketing,08-03-2025,Mindfulness Month,Mental,Healthy Workforce Initiative,Attended,162,92.6,20,29.3,Wellness Kit
EVT00654,EMP049,Tech,08-03-2025,Mindfulness Month,Mental,Wellness Month,Attended,162,92.6,20,29.3,Wellness Kit
EVT00655,EMP111,Marketing,08-03-2025,Mindfulness Month,Mental,Healthy Workforce Initiative,Attended,162,92.6,20,29.3,Wellness Kit
EVT00656,EMP041,Tech,08-03-2025,Mindfulness Month,Mental,Mental Health Awareness Campaign,Skipped,162,92.6,0,9.3,Gift Voucher
EVT00657,EMP206,Operations,08-03-2025,Mindfulness Month,Mental,Healthy Workforce Initiative,Attended,162,92.6,20,29.3,Wellness Kit
EVT00658,EMP185,Operations,08-03-2025,Mindfulness Month,Mental,Mental Health Awareness Campaign,Attended,162,92.6,20,29.3,Wellness Kit
EVT00659,EMP007,Tech,08-03-2025,Mindfulness Month,Mental,Healthy Workforce Initiative,Skipped,162,92.6,0,9.3,Gift Voucher
EVT00660,EMP159,Finance,08-03-2025,Mindfulness Month,Mental,Employee Engagement Drive,Attended,162,92.6,20,29.3,Wellness Kit
EVT00661,EMP242,Sales,08-03-2025,Mindfulness Month,Mental,Healthy Workforce Initiative,Skipped,162,92.6,0,9.3,Gift Voucher
EVT00662,EMP081,HR,08-03-2025,Mindfulness Month,Mental,Wellness Month,Skipped,162,92.6,0,9.3,Gift Voucher
